38.5508,-112.7756,15.3,33.0,NaN,200.0,NaN,NaN,0.0033711586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5137,-112.7988,9.1,10.0,NaN,NaN,NaN,17.2695,0.00271494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.512,-112.8615,265.0,57.0,NaN,270.0,NaN,25.064041,0.0015632736,4180.6816,6.95,2060.0,374.0,71.0,25.0,NaN,96.0,38.0,10.635,228.0,40.4,3940.0,5.0,6615.0
38.5642,-112.9067,20.0,28.4,NaN,NaN,NaN,NaN,0.0015702348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5695,-112.8928,18.5,59.0,NaN,150.0,NaN,NaN,0.0010715518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5682,-112.8503,16.5,33.0,NaN,NaN,250.0,NaN,0.0022947006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5488,-112.8218,15.0,43.0,20.0,136.71875,100.0,NaN,0.0016622114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5495,-112.8258,15.2,49.1,20.0,150.78125,100.0,29.315506,0.0013189096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5499,-112.8528,25.3,208.0,40.0,175.0,250.0,35.29248,0.0009493936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5503,-112.8573,25.6,166.0,40.0,175.0,250.0,34.342804,0.0008204486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5515,-112.864,18.9,80.0,40.0,175.0,NaN,32.991165,0.0007181215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5523,-112.8722,15.5,40.0,NaN,150.0,100.0,27.741821,0.00078156346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5517,-112.874,19.0,62.0,NaN,150.0,100.0,27.741821,0.0008095268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5446,-112.8614,15.5,64.0,41.666668,180.68182,250.0,32.09749,0.0007001448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5333,-112.9045,36.4,49.2,49.333332,150.0,NaN,12.27449,0.0006792334,4056.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5375,-112.8865,36.8,468.0,71.25,162.5,250.0,19.208496,0.0008335357,4098.8965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5373,-112.8857,36.7,567.0,73.333336,164.0,250.0,19.208496,0.00078842713,4102.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38.5154,-112.8099,13.9,30.0,20.0,135.34483,NaN,NaN,0.0021769388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
